Topic,SourceWord,Lang1,Lang2,Word1,Word2,WordSimilarity,mean,std,z_score,OutlierType
emotions,fatalistic,nl,ro,fˌaːtaːlˈɪstis,fˌatalˈist,0.800,0.254,0.239,2.288,Positive
emotions,passive,nl,ro,pɑsˈif,pasˈiv,0.800,0.254,0.239,2.288,Positive
personal qualities,sentimental,nl,PT-PT,sˌɛntiməntˈeːl,sˌeɪŋtimeɪŋtˈɑl,0.769,0.249,0.227,2.287,Positive
emotions,sardonic,pl,el,sˌardɔɲˈitʃnɨ,sarðˈoɲo,0.545,0.171,0.164,2.287,Positive
house,electrical system,PT-PT,ro,sˌiʃtˈemɐ ˌelˈɛtɹikʊ,sistˈem elˈektrik,0.812,0.286,0.230,2.287,Positive
furniture,ottoman,da,hu,ˌʔʌtʔomˈan,ˈotːomaːn,0.833,0.254,0.253,2.287,Positive
furniture,dresser,da,hu,komˈoðə,kˈomoːd,0.833,0.254,0.253,2.287,Positive
emotions,fatalistic,de,NB,fˌɑtalˈɪstɪʃ,fˈatalˌɪstɪsk,0.909,0.321,0.257,2.287,Positive
house,mat,cs,NB,mˈat,mˈɑtːa,0.750,0.231,0.227,2.287,Positive
house,vase,cs,NB,vˈaːza,vˈasa,0.750,0.231,0.227,2.287,Positive
house,hall,cs,NB,hˈala,hˈɑl,0.750,0.231,0.227,2.287,Positive
house,jamb,cs,NB,jˈamp,jˈɑmb,0.750,0.231,0.227,2.287,Positive
family,pop,da,pl,pˈʔʌp,pˈɔp,0.667,0.210,0.200,2.287,Positive
family,monogamy,da,pl,mˌʔonɒɡˈamˈʔi,mˌɔnɔɡˈamja,0.667,0.210,0.200,2.287,Positive
family,son,da,pl,sˈʔœn,sˈɨn,0.667,0.210,0.200,2.287,Positive
house,vase,hu,NB,vˈaːzɑ,vˈasa,0.750,0.220,0.232,2.287,Positive
house,mat,hu,NB,mˈɑt,mˈɑtːa,0.750,0.220,0.232,2.287,Positive
cooking,charbroil,ro,NB,kˌarbroˈil,ʃˈɑrbrɔɪl,0.875,0.266,0.266,2.287,Positive
driving,charbroil,ro,NB,kˌarbroˈil,ʃˈɑrbrɔɪl,0.875,0.266,0.266,2.287,Positive
transportations,taxicab,PT-PT,fr,tˈaksi,taksˈi,1.000,0.426,0.251,2.287,Positive
transportations,coupe,PT-PT,fr,kupˈe,kupˈe,1.000,0.426,0.251,2.287,Positive
transportations,ketch,PT-PT,fr,kˈetʃ,kˈɛtʃ,1.000,0.426,0.251,2.287,Positive
transportations,catamaran,PT-PT,fr,kˌɐtɐmɐɾˈɐ̃,katamaʁˈɑ̃,1.000,0.426,0.251,2.287,Positive
transportations,vespa,PT-PT,fr,vˈeʃpɐ,vɛspˈa,1.000,0.426,0.251,2.287,Positive
transportations,maglev,PT-PT,fr,mɐɡlˈev,maɡlˈɛv,1.000,0.426,0.251,2.287,Positive
transportations,taxi,PT-PT,fr,tˈaksi,taksˈi,1.000,0.426,0.251,2.287,Positive
transportations,sst,PT-PT,fr,ˌɛsʲˌɛstˈe,ˌɛsˌɛstˈe,1.000,0.426,0.251,2.287,Positive
transportations,stock car,PT-PT,fr,stˈok kˈaɹ,stˈɔk kaʁ,1.000,0.426,0.251,2.287,Positive
furniture,lamp,en,ro,lˈæmp,lˈampə,0.800,0.270,0.232,2.286,Positive
furniture,divan,en,ro,dᵻvˈæn,divˈan,0.800,0.270,0.232,2.286,Positive
furniture,valet,en,ro,vælˈeɪ,valˈet,0.800,0.270,0.232,2.286,Positive
furniture,throne,en,ro,θɹˈoʊn,trˈon,0.800,0.270,0.232,2.286,Positive
furniture,futon,en,ro,fˈuːtɑːn,futˈon,0.800,0.270,0.232,2.286,Positive
furniture,hammock,en,ro,hˈæmək,hamˈak,0.800,0.270,0.232,2.286,Positive
clothes,ascot tie,PT-PT,el,ɡɹˌɐvˈatɐ ɐʃkˈot,ɣravˈat askˈot,0.923,0.315,0.266,2.286,Positive
business,career,cs,NB,kˈariˌeːra,kˈɑrriːˌeːra,0.875,0.264,0.267,2.286,Positive
desserts,soda,nl,it,sˈoːdaː,sˈɔda,1.000,0.344,0.287,2.286,Positive
desserts,baklava,nl,it,bɑklˈaːvaː,baklˈava,1.000,0.344,0.287,2.286,Positive
desserts,biscotti,nl,it,bˈɪskɔtˌi,biskˈɔtːɪ,1.000,0.344,0.287,2.286,Positive
desserts,ambrosia,nl,it,ˈɑmbroːzˌiaː,ambrˈɔzia,1.000,0.344,0.287,2.286,Positive
desserts,popover,nl,it,pˈoːpoːvər,popovˈɛr,1.000,0.344,0.287,2.286,Positive
transportations,zeppelin,nl,PT-PT,zˈɛpəlˌɪn,zˌepɨlˈiŋ,0.857,0.273,0.256,2.286,Positive
transportations,clunker,nl,PT-PT,klˈɵŋkər,klũŋkˈeɹ,0.857,0.273,0.256,2.286,Positive
transportations,zamboni,nl,PT-PT,zˈɑmboːnˌi,zˌɐ̃mbunˈi,0.857,0.273,0.256,2.286,Positive
emotions,torment,en,it,tˈɔːɹmɛnt,tormˈento,0.875,0.337,0.236,2.286,Positive
cooking,salt,it,da,sˈale,sˈalt,0.750,0.249,0.219,2.286,Positive
driving,salt,it,da,sˈale,sˈalt,0.750,0.249,0.219,2.286,Positive
driving,separate,it,da,sepaɾˈato,sˌepɑʁˈ?ɑt,0.750,0.249,0.219,2.286,Positive
cooking,separate,it,da,sepaɾˈato,sˌepɑʁˈ?ɑt,0.750,0.249,0.219,2.286,Positive
clothes,kimono,nl,pl,kimˈoːnoː,kimˈɔnɔ,1.000,0.291,0.310,2.285,Positive
clothes,boa,nl,pl,bˈoːaː,bˈɔa,1.000,0.291,0.310,2.285,Positive
clothes,parka,nl,pl,pˈɑrkaː,pˈarka,1.000,0.291,0.310,2.285,Positive
clothes,dirndl,nl,pl,dˈɪrndl,dʲˈirndl,1.000,0.291,0.310,2.285,Positive
clothes,shawl,nl,pl,ʃˈaːl,ʃˈal,1.000,0.291,0.310,2.285,Positive
clothes,fez,nl,pl,fˈɛs,fˈɛs,1.000,0.291,0.310,2.285,Positive
clothes,caftan,nl,pl,kˈɑftɑn,kˈaftan,1.000,0.291,0.310,2.285,Positive
clothes,top,nl,pl,tˈɔp,tˈɔp,1.000,0.291,0.310,2.285,Positive
clothes,zoris,nl,pl,zˈoːrɪs,zˈɔris,1.000,0.291,0.310,2.285,Positive
clothes,poncho,nl,pl,pˈɔnxoː,pˈɔnxɔ,1.000,0.291,0.310,2.285,Positive
clothes,anorak,nl,pl,ˈaːnoːrˌɑk,anˈɔrak,1.000,0.291,0.310,2.285,Positive
clothes,tam,nl,pl,tˈɑm,tˈam,1.000,0.291,0.310,2.285,Positive
clothes,kilt,nl,pl,kˈɪlt,kˈilt,1.000,0.291,0.310,2.285,Positive
clothes,fedora,nl,pl,feːdˈoːraː,fɛdˈɔra,1.000,0.291,0.310,2.285,Positive
clothes,toga,nl,pl,tˈoːɣaː,tˈɔɡa,1.000,0.291,0.310,2.285,Positive
clothes,bikini,nl,pl,bˈikinˌi,bʲikˈiɲi,1.000,0.291,0.310,2.285,Positive
clothes,cravat,nl,pl,krˈaːvɑt,krˈavat,1.000,0.291,0.310,2.285,Positive
clothes,sari,nl,pl,sˈaːri,sˈari,1.000,0.291,0.310,2.285,Positive
clothes,bandanna,nl,pl,bɑndˈɑnaː,bandˈana,1.000,0.291,0.310,2.285,Positive
clothes,abaya,nl,pl,ˈaːbaːjˌaː,abˈaja,1.000,0.291,0.310,2.285,Positive
emotions,sardonic,PT-PT,el,sˌɐɾədˈɔnikʊ,sarðˈoɲo,0.600,0.203,0.174,2.285,Positive
family,genealogy,nl,el,ɣənˌeːaːloːɣˈi,jˌeneˌalojˈia,0.700,0.202,0.218,2.285,Positive
cooking,parboil,es,NB,paɾβˈoɪl,pˈɑrbɔɪl,0.857,0.268,0.258,2.285,Positive
driving,parboil,es,NB,paɾβˈoɪl,pˈɑrbɔɪl,0.857,0.268,0.258,2.285,Positive
cooking,separate,es,NB,sˌepaɾˈaɾ,sˈeːparˌat,0.857,0.268,0.258,2.285,Positive
driving,separate,es,NB,sˌepaɾˈaɾ,sˈeːparˌat,0.857,0.268,0.258,2.285,Positive
school,library,nl,es,bˌɪbliɔtˈeːk,bˌiβliotˈeka,0.800,0.256,0.238,2.285,Positive
weather,el nio,nl,it,ˈɛl nˈioː,ˈel nˈio,1.000,0.326,0.295,2.285,Positive
weather,permafrost,nl,it,pˈɛrmɑfrˌɔst,pˈɛrmafrost,1.000,0.326,0.295,2.285,Positive
weather,tornado,nl,it,tɔrnˈaːdoː,tornˈado,1.000,0.326,0.295,2.285,Positive
weather,efscale,nl,it,ɛfskˈaːlə,efskˈale,1.000,0.326,0.295,2.285,Positive
weather,graupel,nl,it,ɣrʌʊpˈɛl,ɡrˈaʊpel,1.000,0.326,0.295,2.285,Positive
weather,aurora,nl,it,ʌʊrˈoːraː,aʊrˈɔra,1.000,0.326,0.295,2.285,Positive
weather,eddy,nl,it,ˈɛdi,ˈɛdːɪ,1.000,0.326,0.295,2.285,Positive
weather,kelvin,nl,it,kˈɛlvɪn,kˈɛlvin,1.000,0.326,0.295,2.285,Positive
weather,radar,nl,it,rˈaːdɑr,rˈadar,1.000,0.326,0.295,2.285,Positive
weather,noreaster,nl,it,nˈoːrəˌɑstər,noreastˈɛr,1.000,0.326,0.295,2.285,Positive
restaurant,hors doeuvre,it,hu,ˈɔrs doeˈuvre,hˈorʃ dˈoɛuvrɛ,0.917,0.280,0.279,2.284,Positive
business,copyright,en,es,kˈɑːpɪɹˌaɪt,kˈopirˌaɪt,0.875,0.312,0.247,2.284,Positive
clothes,dashiki,nl,PT-PT,dˈɑshikˌi,dˌɐʒikˈi,0.857,0.254,0.264,2.284,Positive
clothes,dirndl,nl,PT-PT,dˈɪrndl,dˈiɾəndl,0.857,0.254,0.264,2.284,Positive
house,portico,it,fr,pˈɔrtiko,pɔʁtˈik,0.857,0.314,0.238,2.284,Positive
weather,microburst,it,da,mikrˈobʊrst,mˈʔikʁʔobˌʔuɐ̯st,0.900,0.300,0.263,2.284,Positive
shoes,kamiks,fr,el,kamˈik,(en)kˈamɪks(el),0.833,0.322,0.224,2.284,Positive
emotions,elation,it,hu,elatsiˈone,ˈɛlɑtion,0.778,0.216,0.246,2.284,Positive
business,video conference,nl,hu,vˌidəˌoːkɔnfɪːrˈɛntsi,vˈidɛokonfɛrɛntsiɑ,0.882,0.257,0.274,2.284,Positive
transportations,zeppelin,pl,el,zɛppˈɛlin,zˈepelˌin,0.875,0.286,0.258,2.284,Positive
transportations,caravel,pl,el,kˌaravˈɛla,(en)kˈaɹavəl(el),0.875,0.286,0.258,2.284,Positive
clothes,moccasins,de,es,mˌoːkasˈiːns,mˌokasˈines,0.889,0.261,0.275,2.283,Positive
computer,spammer,cs,PT-PT,spˈammer,spɐ̃mmˈeɹ,1.000,0.358,0.281,2.283,Positive
computer,linux,cs,PT-PT,lˈinuks,lˌinˈuks,1.000,0.358,0.281,2.283,Positive
computer,unix,cs,PT-PT,ˈuniks,ˌuːnˈiks,1.000,0.358,0.281,2.283,Positive
computer,bit,cs,PT-PT,bˈit,bˈit,1.000,0.358,0.281,2.283,Positive
computer,virus,cs,PT-PT,vˈirus,vˈiɾuʃ,1.000,0.358,0.281,2.283,Positive
fruits,pomelo,es,el,pomˈelo,pomˈelo,1.000,0.349,0.285,2.283,Positive
fruits,papaya,es,el,papˈaʝa,papˈaja,1.000,0.349,0.285,2.283,Positive
fruits,mango,es,el,mˈaŋɡo,mˈanɡo,1.000,0.349,0.285,2.283,Positive
fruits,lychee,es,el,lˈitʃi,lˈitsi,1.000,0.349,0.285,2.283,Positive
personal qualities,sentimental,de,ro,zˌɛntiːməntˈɑːl,sˌentimentˈal,0.909,0.284,0.274,2.283,Positive
animals,puffin,da,NB,sˌʔœp?ɑbəɡˈʔʌjə,lˈʉnneːfˌʉɡl,0.091,0.629,0.236,-2.283,Negative
shopping,cashback,ro,NB,kaʃbˈakk,kˈɑshbɑkk,0.875,0.282,0.260,2.283,Positive
transportations,mast,de,pl,mˈast,mˈaʃt,1.000,0.317,0.299,2.282,Positive
transportations,transit,de,pl,tɾanzˈɪt,trˈanzɨt,1.000,0.317,0.299,2.282,Positive
transportations,model t,de,pl,moːdˈɛl tˈeː,mˈɔdɛl tˈɛ,1.000,0.317,0.299,2.282,Positive
transportations,pilot,de,pl,pˈiːloːt,pˈilɔt,1.000,0.317,0.299,2.282,Positive
transportations,kayak,de,pl,kˈɑjɑːk,kˈajak,1.000,0.317,0.299,2.282,Positive
transportations,minivan,de,pl,mˌiːniːvˈɑːn,miɲˈivan,1.000,0.317,0.299,2.282,Positive
transportations,catamaran,de,pl,kˌɑtamarˈɑːn,kˌatamˈaran,1.000,0.317,0.299,2.282,Positive
transportations,van,de,pl,vˈɑːn,vˈan,1.000,0.317,0.299,2.282,Positive
transportations,uboat,de,pl,ˌuːboːˈɑːt,ubˈɔat,1.000,0.317,0.299,2.282,Positive
transportations,ragtop,de,pl,rˈaktɔp,rˈaktɔp,1.000,0.317,0.299,2.282,Positive
transportations,yacht,de,pl,jˈaxt,jˈaxt,1.000,0.317,0.299,2.282,Positive
transportations,wreck,de,pl,vrˈak,vrˈak,1.000,0.317,0.299,2.282,Positive
transportations,vespa,de,pl,vˈɛspɑː,vˈɛspa,1.000,0.317,0.299,2.282,Positive
transportations,balloon,de,pl,balˈoːn,bˈalɔn,1.000,0.317,0.299,2.282,Positive
transportations,toboggan,de,pl,tˌoːbɔɡˈɑːn,tɔbˈɔɡan,1.000,0.317,0.299,2.282,Positive
transportations,rickshaw,de,pl,rˈɪkʃɑː,rˈikʃa,1.000,0.317,0.299,2.282,Positive
transportations,ketch,de,pl,kˈɛtʃ,kˈɛtʃ,1.000,0.317,0.299,2.282,Positive
restaurant,beef,da,NB,ˈʔʌksəkʔœð,bˈɪff,0.000,0.570,0.250,-2.282,Negative
restaurant,breakfast,da,NB,mˈɒɒənmˌað,frˈuːkʊst,0.000,0.570,0.250,-2.282,Negative
restaurant,soda,da,NB,sˈʔoðaʋˌan,brˈʉːs,0.000,0.570,0.250,-2.282,Negative
restaurant,waiter,da,NB,tʃˈɛnʌ,sˈarviːtˌøːr,0.000,0.570,0.250,-2.282,Negative
restaurant,head waiter,da,NB,ˈɒwʔʌtjˌɛnʌ,hˈɔvmɛstər,0.000,0.570,0.250,-2.282,Negative
restaurant,delicious,da,NB,lˈεkʔʌ,dˈaɪlɪ,0.000,0.570,0.250,-2.282,Negative
restaurant,cook,da,NB,lˈaʋə mˈað,kˈɔkː,0.000,0.570,0.250,-2.282,Negative
desserts,cupcake,de,el,(en)kˈʌpkeɪk(de),(en)kˈʌpkeɪk(el),1.000,0.325,0.296,2.282,Positive
desserts,eclair,de,el,ˈɛklɛːɾ,eklˈer,1.000,0.325,0.296,2.282,Positive
desserts,strudel,de,el,ʃtɾˈuːdəl,strˈudel,1.000,0.325,0.296,2.282,Positive
desserts,fritter,de,el,frˈɪtɜ,(en)fɹˈɪtə(el),1.000,0.325,0.296,2.282,Positive
weather,stratus,el,NB,(en)stɹˈatəs(el),strˈatʉːs,0.857,0.285,0.251,2.282,Positive
weather,el nio,el,NB,(en)ˌɛl nˈiːəʊ(el),ˈeːl nˈiːuː,0.857,0.285,0.251,2.282,Positive
restaurant,salad,cs,da,sˈalaːt,salˈad,0.800,0.279,0.228,2.282,Positive
restaurant,entre,cs,da,ˈentre,aŋtʁˈɛ,0.800,0.279,0.228,2.282,Positive
restaurant,noodles,cs,da,nˈudle,nˈʔuðlʔʌ,0.800,0.279,0.228,2.282,Positive
medical terms,culture,da,hu,kʔultˈʔuɐ̯,kˈultuːrɑ,0.857,0.253,0.265,2.282,Positive
medical terms,clinic,da,hu,klʔinˈʔik,klˈinikɑ,0.857,0.253,0.265,2.282,Positive
medical terms,reflex,da,hu,ʁˈεflʔeks,rˈɛflɛks,0.857,0.253,0.265,2.282,Positive
emotions,fatalistic,nl,cs,fˌaːtaːlˈɪstis,fˈatalˌistitskiː,0.769,0.237,0.233,2.282,Positive
plants,monocot,fr,el,monokotiledˈɔn,mˌonokˌotilˈiðonˌo,0.857,0.297,0.245,2.282,Positive
plants,stigma,fr,el,stiɡmˈat,stˈiɣma,0.857,0.297,0.245,2.282,Positive
house,jamb,nl,hu,jˈɑmp,jˈɑmb,0.750,0.214,0.235,2.282,Positive
house,portico,nl,hu,pˈɔrtikˌoː,pˈortitso,0.750,0.214,0.235,2.282,Positive
house,nook,nl,hu,nˈoːk,nˈook,0.750,0.214,0.235,2.282,Positive
weather,el nio,da,fr,ˈʔel nˈʔiʔo,ɛl njˈo,0.833,0.258,0.252,2.282,Positive
emotions,passion,da,pl,paʃˈʔon,pˈasja,0.600,0.178,0.185,2.282,Positive
cooking,blanch,es,pl,blˈantʃ,blˈanʃ,0.833,0.258,0.252,2.282,Positive
driving,fillet,es,pl,filˈete,fˈilɛt,0.833,0.258,0.252,2.282,Positive
cooking,fillet,es,pl,filˈete,fˈilɛt,0.833,0.258,0.252,2.282,Positive
driving,filter,es,pl,fˈiltɾo,fˈiltr,0.833,0.258,0.252,2.282,Positive
driving,blanch,es,pl,blˈantʃ,blˈanʃ,0.833,0.258,0.252,2.282,Positive
cooking,filter,es,pl,fˈiltɾo,fˈiltr,0.833,0.258,0.252,2.282,Positive
personal qualities,interesting,ro,NB,ˌinteɾesˈant,ˈɪnteːrˌɛssɑnt,0.909,0.287,0.273,2.282,Positive
shoes,espadrilles,nl,ro,ˌɛspɑdrɪlˈɛs,ˌespadrˈile,0.900,0.278,0.273,2.282,Positive
shoes,mary janes,nl,ro,mˈaːri jˈaːnəs,mˈari ʒanˈes,0.900,0.278,0.273,2.282,Positive
house,shower,PT-PT,el,dˈuʃɨ,dˈus,0.750,0.246,0.221,2.282,Positive
house,vase,PT-PT,el,vˈazʊ,vˈazo,0.750,0.246,0.221,2.282,Positive
shopping,style,da,pl,stˈʔel,stˈɨl,0.750,0.253,0.218,2.281,Positive
shopping,checkout,da,pl,kˈasə,kˈasa,0.750,0.253,0.218,2.281,Positive
emotions,frustration,fr,hu,fʁystʁasjˈɔ̃,frˈustraːtsioː,0.727,0.200,0.231,2.281,Positive
body,tarsal,de,es,tˈaɾzɑːl,taɾsˈal,0.833,0.253,0.255,2.281,Positive
body,ureter,de,es,ˈuːrətɜ,uɾˈeteɾ,0.833,0.253,0.255,2.281,Positive
animals,asp,nl,el,ˈɑsp,(en)ˈasp(el),1.000,0.360,0.281,2.281,Positive
animals,llama,nl,el,lˈaːmaː,lˈama,1.000,0.360,0.281,2.281,Positive
animals,toucan,nl,el,tˌukˈɑn,tukˈan,1.000,0.360,0.281,2.281,Positive
animals,bilby,nl,el,bˈɪlbi,(en)bˈɪlbi(el),1.000,0.360,0.281,2.281,Positive
animals,loris,nl,el,lˈoːrɪs,(en)lˈɔːɹɪs(el),1.000,0.360,0.281,2.281,Positive
animals,lynx,nl,el,lˈɪnks,(en)lˈɪŋks(el),1.000,0.360,0.281,2.281,Positive
animals,orca,nl,el,ˈɔrkaː,ˈorka,1.000,0.360,0.281,2.281,Positive
animals,krill,nl,el,krˈɪl,(en)kɹˈɪl(el),1.000,0.360,0.281,2.281,Positive
animals,galagos,nl,el,ɣˈaːlaːɣˌɔs,ɣˈalaɣˌos,1.000,0.360,0.281,2.281,Positive
animals,mammoth,nl,el,mɑmˈut,mamˈuθ,1.000,0.360,0.281,2.281,Positive
animals,okapi,nl,el,ˈoːkaːpˌi,okˈapi,1.000,0.360,0.281,2.281,Positive
animals,alpaca,nl,el,ɑlpˈaːkaː,ˌalpakˈa,1.000,0.360,0.281,2.281,Positive
animals,mandrill,nl,el,mˈɑndrɪl,(en)mˈandɹɪl(el),1.000,0.360,0.281,2.281,Positive
animals,hummingbird,nl,el,kˌoːlɪbrˈi,kˌolibrˈi,1.000,0.360,0.281,2.281,Positive
animals,skink,nl,el,skˈɪŋk,(en)skˈɪŋk(el),1.000,0.360,0.281,2.281,Positive
animals,caribou,nl,el,kˈaːribˌu,kˌaribˈu,1.000,0.360,0.281,2.281,Positive
animals,catamount,nl,el,kˈaːtaːmˌʌʊnt,(en)kˈatɐmˌaʊnt(el),1.000,0.360,0.281,2.281,Positive
animals,mastiff,nl,el,mˈɑstɪf,(en)mˈastɪf(el),1.000,0.360,0.281,2.281,Positive
animals,boxer,nl,el,bˈɔksər,bˈokser,1.000,0.360,0.281,2.281,Positive
animals,dory,nl,el,dˈoːri,(en)dˈɔːɹi(el),1.000,0.360,0.281,2.281,Positive
animals,cobra,nl,el,kˈɔbraː,kˈobra,1.000,0.360,0.281,2.281,Positive
animals,koala,nl,el,koːˈaːlaː,koˈala,1.000,0.360,0.281,2.281,Positive
animals,yak,nl,el,jˈɑk,jˈak,1.000,0.360,0.281,2.281,Positive
animals,lemming,nl,el,lˈɛmɪŋ,(en)lˈɛmɪŋ(el),1.000,0.360,0.281,2.281,Positive
animals,kudu,nl,el,kˈudu,(en)kˈuːduː(el),1.000,0.360,0.281,2.281,Positive
animals,agouti,nl,el,ˈaːɣʌʊtˌi,(en)ˈaɡaʊti(el),1.000,0.360,0.281,2.281,Positive
animals,caracal,nl,el,kˈaːraːkˌɑl,kˌarakˈal,1.000,0.360,0.281,2.281,Positive
animals,albatross,nl,el,ˈɑlbɑtrˌɔs,ˈalbatrˌos,1.000,0.360,0.281,2.281,Positive
animals,cat,nl,el,kˈɑt,(en)kˈat(el),1.000,0.360,0.281,2.281,Positive
animals,wildebeest,nl,el,ɣnˈu,ɡnˈu,1.000,0.360,0.281,2.281,Positive
transportations,jet,de,da,(en)dʒˈɛt(de),dʒˈɛt,1.000,0.392,0.267,2.281,Positive
transportations,bus,de,da,bˈʊs,bˈʔus,1.000,0.392,0.267,2.281,Positive
transportations,uboat,de,da,ˌuːboːˈɑːt,ˈʔubʔoˌat,1.000,0.392,0.267,2.281,Positive
transportations,pilot,de,da,pˈiːloːt,pʔilˈʔot,1.000,0.392,0.267,2.281,Positive
transportations,ketch,de,da,kˈɛtʃ,kˈʔetʃ,1.000,0.392,0.267,2.281,Positive
transportations,skiff,de,da,skˈɪf,skˈʔif,1.000,0.392,0.267,2.281,Positive
transportations,mast,de,da,mˈast,mˈast,1.000,0.392,0.267,2.281,Positive
transportations,ski lift,de,da,skˈiːlɪft,skˈʔilʔift,1.000,0.392,0.267,2.281,Positive
transportations,minivan,de,da,mˌiːniːvˈɑːn,mˈʔinʔiʋˌan,1.000,0.392,0.267,2.281,Positive
transportations,sst,de,da,ˌɛsˌɛstˈeː,ˌesˌestˈeː,1.000,0.392,0.267,2.281,Positive
plants,rachis,PT-PT,da,ʁɐʃˈiʃ,ʁˈ?ɑʃʔis,0.833,0.276,0.244,2.281,Positive
plants,corolla,PT-PT,da,kˌuɾˈɔlɐ,kˈʔoʁʔolˌa,0.833,0.276,0.244,2.281,Positive
shopping,verification,fr,pl,veʁifikasjˈɔ̃,vˌɛrɨfikˈatsja,0.833,0.285,0.240,2.281,Positive
shopping,credit,fr,pl,kʁedˈi,krˈɛdɨt,0.833,0.285,0.240,2.281,Positive
clothes,costume,en,pl,kˈɔstuːm,kˈɔstjum,0.857,0.267,0.259,2.280,Positive
clothes,singlet,en,pl,sˈɪŋɡlɪt,sˈiŋɡlɛt,0.857,0.267,0.259,2.280,Positive
clothes,bandanna,en,pl,bændˈænə,bandˈana,0.857,0.267,0.259,2.280,Positive
family,genealogy,de,fr,ɡənˌeːaloːɡˈiː,ʒenealoʒˈi,0.778,0.232,0.239,2.280,Positive
family,adoption,de,fr,ˌɑdɔptsjˈoːn,adɔpsjˈɔ̃,0.778,0.232,0.239,2.280,Positive
clothes,long johns,en,fr,lˈɔŋ dʒˈɑːnz,lˈɔ̃ (en)dʒˈɒnz(fr),0.889,0.281,0.267,2.280,Positive
personal qualities,agile,PT-PT,fr,ˈaʒil,aʒˈil,1.000,0.412,0.258,2.280,Positive
personal qualities,deft,PT-PT,fr,dˈeft,dˈɛft,1.000,0.412,0.258,2.280,Positive
personal qualities,dowdy,PT-PT,fr,dˈowdi,dɔwdˈi,1.000,0.412,0.258,2.280,Positive
personal qualities,civil,PT-PT,fr,sivˈil,sivˈil,1.000,0.412,0.258,2.280,Positive
family,sister,cs,da,sˈestra,sˈʔœstʔʌ,0.667,0.217,0.197,2.280,Positive
family,son,cs,da,sˈin,sˈʔœn,0.667,0.217,0.197,2.280,Positive
family,matriarch,cs,da,mˈatriˌarxa,mˈatʁʔiˌɑɑk,0.667,0.217,0.197,2.280,Positive
family,loyalty,cs,da,lˈoajˌalita,lˌʌjˌalitˈʔet,0.667,0.217,0.197,2.280,Positive
family,patriarch,cs,da,pˈatriˌarxa,pˈatʁʔiˌɑɑk,0.667,0.217,0.197,2.280,Positive
family,relative,cs,da,rˈelatˌivɲiː,ʁˈʔelatˌʔiw,0.667,0.217,0.197,2.280,Positive
family,pop,cs,da,pˈop,pˈʔʌp,0.667,0.217,0.197,2.280,Positive
computer,dynamic,PT-PT,el,dˌinˈɐ̃mikʊ,ðˌinamikˈo,0.875,0.311,0.248,2.280,Positive
computer,joystick,PT-PT,el,ʒɔɪʃtˈik,(en)dʒˈɔɪstɪk(el),0.875,0.311,0.248,2.280,Positive
computer,program,PT-PT,el,pɹˌuɡɹˈɐ̃mɐ,prˈoɣramˌa,0.875,0.311,0.248,2.280,Positive
shoes,espadrilles,de,fr,ˈɛspadɾˌɪləs,ɛspadʁˈij,0.700,0.220,0.210,2.280,Positive
shapes,crescent,PT-PT,ro,kɹˌesˈeɪŋtɨ,sˌemilˈunə,0.111,0.618,0.222,-2.280,Negative
body,follicle,cs,PT-PT,fˈolikul,fˌulˈikulʊ,0.750,0.221,0.232,2.280,Positive
body,pore,cs,PT-PT,pˈoːri,pˈɔɾʊ,0.750,0.221,0.232,2.280,Positive
transportations,bathyscaphe,de,el,bˈatʏskˌɑːfə,(en)bˈaθɪskˌaf(el),0.889,0.294,0.261,2.280,Positive
emotions,resentment,de,it,rˌɛsəntiːmˈɛnts,rizentimˈento,0.750,0.227,0.229,2.279,Positive
emotions,blue,de,it,blˈaʊ,blˈu,0.750,0.227,0.229,2.279,Positive
emotions,irritation,de,it,ˌɪriːtatsjˈoːn,irɾitatsiˈone,0.750,0.227,0.229,2.279,Positive
emotions,sympathy,de,it,zˌʏmpatˈiː,simpatˈia,0.750,0.227,0.229,2.279,Positive
shoes,galoshes,de,it,ɡˈɑlɔʃən,ɡalˈoʃe,0.857,0.270,0.258,2.279,Positive
medical terms,vitamins,da,pl,ʋˌʔitamˈinʔʌ,vˌitamˈinɨ,0.875,0.282,0.260,2.279,Positive
medical terms,placebo,da,pl,plˈasʔebˌʔo,platsˈɛbɔ,0.875,0.282,0.260,2.279,Positive
transportations,minibus,fr,hu,minibˈys,mˈinibus,0.857,0.264,0.260,2.279,Positive
transportations,zamboni,fr,hu,zɑ̃bonˈi,zˈɑmboni,0.857,0.264,0.260,2.279,Positive
transportations,transit,fr,hu,tʁɑ̃zˈit,trˈɑnzit,0.857,0.264,0.260,2.279,Positive
emotions,sympathy,ro,hu,simpˈatje,sˈimpaːtiɑ,0.750,0.220,0.232,2.279,Positive
clothes,parka,ro,el,pˈarka,parkˈa,1.000,0.335,0.292,2.279,Positive
clothes,zoris,ro,el,zoɾˈis,(en)zˈɔːɹɪs(el),1.000,0.335,0.292,2.279,Positive
clothes,tam,ro,el,tˈam,(en)tˈam(el),1.000,0.335,0.292,2.279,Positive
clothes,sweater,ro,el,pˌulovˈer,pulˈover,1.000,0.335,0.292,2.279,Positive
clothes,balaclava,ro,el,bˌalaklˈava,bˌalaklˈava,1.000,0.335,0.292,2.279,Positive
clothes,wig,ro,el,peɾˈuka,perˈuka,1.000,0.335,0.292,2.279,Positive
