topic,source_word,en,de,nl,cs,it,es,PT-PT,ro,da,fr,pl,hu,el,NB
music,locrian mode,locrian mode,locrian-modus,,,,modo locriano,modo locriano,,,,,,,
music,lydian mode,lydian mode,lydischer modus,,,,modo lidio,modo lydian,,,,,,,
music,major,major,haupt,,,,principal,importante,,,,,,,
music,major third,major third,große terz,,,,tercera mayor,terceira maior,,,,,,,
music,marcato,marcato,marcato,,,,marcato,marcato,,,,,,,
music,measure,measure,maßnahme,,,,medir,medida,,,,,,,
music,melodic minor,melodic minor,melodisches moll,,,,melódico menor,menor melódica,,,,,,,
music,melody,melody,melodie,,,,melodía,melodia,,,,,,,
music,meter,meter,zähler,,,,contador,contador,,,,,,,
music,mezzo forte,mezzo forte,mezzoforte,,,,mezzo forte,mezzo forte,,,,,,,
music,mezzo piano,mezzo piano,mezzoklavier,,,,piano mezzo,piano mezzo,,,,,,,
music,minim,minim,minimal,,,,minim,mínimo,,,,,,,
music,minor,minor,geringfügig,,,,menor,menor,,,,,,,
music,minor third,minor third,kleine terz,,,,tercera menor,terceira menor,,,,,,,
music,mixolydian mode,mixolydian mode,mixolydischer modus,,,,modo mixolidio,modo mixolídio,,,,,,,
music,moderato,moderato,moderato,,,,moderato,moderado,,,,,,,
music,modulation,modulation,modulation,,,,modulación,modulação,,,,,,,
music,molto,molto,molto,,,,molto,muito,,,,,,,
music,music,music,musik,,,,música,música,,,,,,,
music,natural,natural,natürlich,,,,natural,natural,,,,,,,
music,natural minor,natural minor,natürliche mollform,,,,menor natural,menor natural,,,,,,,
music,notation,notation,notation,,,,notación,notação,,,,,,,
music,notes,notes,hinweise,,,,notas,notas,,,,,,,
music,octatonic,octatonic,oktatonisch,,,,octatónica,octatónico,,,,,,,
music,octave,octave,oktaviert,,,,octava,oitava,,,,,,,
music,opera,opera,oper,,,,ópera,ópera,,,,,,,
music,ornament,ornament,ornament,,,,adorno,ornamento,,,,,,,
music,overtone,overtone,oberton,,,,sobretono,sobretom,,,,,,,
music,pentatonic,pentatonic,pentatonisch,,,,pentatónica,pentatónico,,,,,,,
music,pentatonic scale,pentatonic scale,pentatonische skala,,,,escala pentatónica,escala pentatónica,,,,,,,
music,pesante,pesante,pesante,,,,pesante,pesante,,,,,,,
music,phrase,phrase,phrase,,,,frase,frase,,,,,,,
music,phrygian mode,phrygian mode,phrygischer modus,,,,modo frigio,modo frígio,,,,,,,
music,pianissimo,pianissimo,pianissimo,,,,pianissimo,pianíssimo,,,,,,,
music,piano,piano,klavier,,,,piano,piano,,,,,,,
music,pitch,pitch,stellplatz,,,,paso,passo,,,,,,,
music,pizzicato,pizzicato,pizzicato,,,,pizzicato,pizzicato,,,,,,,
music,play,play,spielen,,,,jugar,jogar,,,,,,,
music,poco a poco,poco a poco,poco a poco,,,,poco a poco,poco a poco,,,,,,,
music,polyphony,polyphony,polyphonie,,,,polifonía,polifonia,,,,,,,
music,prestissimo,prestissimo,prestissimo,,,,prestissimo,prestissimo,,,,,,,
music,presto,presto,presto,,,,presto,presto,,,,,,,
music,quarter note,quarter note,viertelnote,,,,negra,quarto de nota,,,,,,,
music,quarter rest,quarter rest,viertelpause,,,,cuarto de descanso,quarto de descanso,,,,,,,
music,quaver,quaver,achtel,,,,corchea,trémulo,,,,,,,
music,quaver rest,quaver rest,achtelpause,,,,silencio de corchea,repouso da colcheia,,,,,,,
music,rallentando,rallentando,rallentando,,,,rallentando,rallentando,,,,,,,
music,religioso,religioso,religioso,,,,religioso,religioso,,,,,,,
music,repeat,repeat,wiederholen,,,,repita,repetir,,,,,,,
music,rest,rest,rest,,,,resto,descanso,,,,,,,
music,rhythm,rhythm,rhythmus,,,,ritmo,ritmo,,,,,,,
music,ritard,ritard,ritard,,,,ritard,ritard,,,,,,,
music,rock and roll,rock and roll,rock and roll,,,,rock and roll,rock and roll,,,,,,,
music,rubato,rubato,rubato,,,,rubato,rubato,,,,,,,
music,scale,scale,skala,,,,escala,escala,,,,,,,
music,scherzando,scherzando,scherzando,,,,scherzando,scherzando,,,,,,,
music,scherzo,scherzo,scherzo,,,,scherzo,scherzo,,,,,,,
music,segno,segno,segno,,,,segno,segno,,,,,,,
music,semiquaver,semiquaver,sechzehntel,,,,semicorchea,semiquaver,,,,,,,
music,semplice,semplice,semplice,,,,semplice,semplice,,,,,,,
music,sempre,sempre,sempre,,,,sempre,sempre,,,,,,,
music,sequence,sequence,reihenfolge,,,,secuencia,sequência,,,,,,,
music,sforzando,sforzando,sforzando,,,,sforzando,sforzando,,,,,,,
music,sharp,sharp,scharf,,,,agudo,nítido,,,,,,,
music,simile,simile,gleichnis,,,,símil,símile,,,,,,,
music,sixteenth note,sixteenth note,sechzehntelnote,,,,semicorchea,décima sexta nota,,,,,,,
music,sixtyfourth note,sixtyfourth note,vierundsechzigste note,,,,sexagésima cuarta nota,sexagésima quarta nota,,,,,,,
music,slur,slur,verleumdung,,,,difamación,calúnia,,,,,,,
music,sonata,sonata,sonata,,,,sonata,sonata,,,,,,,
music,sostenuto,sostenuto,sostenuto,,,,sostenuto,sostenuto,,,,,,,
music,sotto voce,sotto voce,sotto voce,,,,sotto voce,em voz alta,,,,,,,
music,staccato,staccato,stakkato,,,,staccato,staccato,,,,,,,
music,staff,staff,mitarbeiter,,,,personal,pessoal,,,,,,,
music,stave,stave,daube,,,,duela,aduela,,,,,,,
music,stem,stem,stamm,,,,tallo,caule,,,,,,,
music,subdominant,subdominant,subdominant,,,,subdominante,subdominante,,,,,,,
music,subito,subito,subito,,,,subito,subito,,,,,,,
music,supertonic,supertonic,supertonic,,,,supertonic,supertónico,,,,,,,
music,symphony,symphony,sinfonie,,,,sinfonía,sinfónica,,,,,,,
music,syncopation,syncopation,synkope,,,,síncopa,síncope,,,,,,,
music,tablature,tablature,tabulatur,,,,tablatura,tablatura,,,,,,,
music,tempo,tempo,tempo,,,,tempo,tempo,,,,,,,
music,tenuto,tenuto,tenuto,,,,tenuto,tenuto,,,,,,,
music,theme,theme,thema,,,,tema,tema,,,,,,,
music,theory,theory,theorie,,,,teoría,teoria,,,,,,,
music,thirtysecond note,thirtysecond note,dreißig-sekunden-note,,,,nota de treinta segundos,trigésima segunda nota,,,,,,,
music,tie,tie,krawatte,,,,corbata,empate,,,,,,,
music,timbre,timbre,klangfarbe,,,,timbre,timbre,,,,,,,
music,time signature,time signature,taktart,,,,compás,compasso,,,,,,,
music,tonic,tonic,tonic,,,,tónico,tónico,,,,,,,
music,tranquillo,tranquillo,tranquillo,,,,tranquilo,tranquilo,,,,,,,
music,transposition,transposition,umstellung,,,,transposición,transposição,,,,,,,
music,treble,treble,dreifach,,,,agudos,agudos,,,,,,,
music,triad,triad,triad,,,,tríada,tríade,,,,,,,
music,trill,trill,triller,,,,trino,trinado,,,,,,,
music,triplets,triplets,drillinge,,,,trillizos,trigémeos,,,,,,,
music,tritone,tritone,tritonus,,,,tritono,trítono,,,,,,,
music,vibrato,vibrato,vibrato,,,,vibrato,vibrato,,,,,,,
music,vivace,vivace,vivace,,,,vivace,vivaz,,,,,,,
music,whole note,whole note,ganze note,,,,nota completa,nota inteira,,,,,,,
music,whole rest,whole rest,ganze pause,,,,resto entero,todo o resto,,,,,,,
music,whole step,whole step,ganzer schritt,,,,paso entero,passo inteiro,,,,,,,
music,whole tone scale,whole tone scale,ganztonleiter,,,,escala de tonos enteros,escala de tons inteiros,,,,,,,
occupations,accountant,accountant,buchhalter,,,,contable,contabilista,,,,,,,
occupations,actor,actor,schauspieler,,,,actor,ator,,,,,,,
occupations,actress,actress,schauspielerin,,,,actriz,atriz,,,,,,,
occupations,actuary,actuary,aktuar,,,,actuario,atuário,,,,,,,
occupations,advisor,advisor,berater,,,,asesor,conselheiro,,,,,,,
occupations,aide,aide,adjutant,,,,ayudante,ajudante,,,,,,,
occupations,ambassador,ambassador,botschafter,,,,embajador,embaixador,,,,,,,
occupations,animator,animator,animateur,,,,animador,animador,,,,,,,
occupations,archer,archer,bogenschütze,,,,arquero,arqueiro,,,,,,,
occupations,artist,artist,künstler,,,,artista,artista,,,,,,,
occupations,astronaut,astronaut,astronaut,,,,astronauta,astronauta,,,,,,,
occupations,astronomer,astronomer,astronomen,,,,astrónomo,astrónomo,,,,,,,
occupations,athlete,athlete,athleten,,,,atleta,atleta,,,,,,,
occupations,attorney,attorney,rechtsanwalt,,,,abogado,advogado,,,,,,,
occupations,auctioneer,auctioneer,auktionator,,,,subastador,leiloeiro,,,,,,,
occupations,author,author,autor,,,,autor,autor,,,,,,,
occupations,babysitter,babysitter,babysitter,,,,niñera,babá,,,,,,,
occupations,baker,baker,bäcker,,,,panadero,padeiro,,,,,,,
occupations,ballerina,ballerina,ballerina,,,,bailarina,bailarina,,,,,,,
occupations,banker,banker,bankier,,,,banquero,banqueiro,,,,,,,
occupations,barber,barber,barbier,,,,barbero,barbeiro,,,,,,,
occupations,baseball player,baseball player,baseballspieler,,,,jugador de béisbol,jogador de basebol,,,,,,,
occupations,basketball player,basketball player,basketballspieler,,,,jugador de baloncesto,jogador de basquetebol,,,,,,,
occupations,bellhop,bellhop,hotelpage,,,,botones,paquete,,,,,,,
occupations,biologist,biologist,biologe,,,,biólogo,biólogo,,,,,,,
occupations,blacksmith,blacksmith,hufschmied,,,,herrero,ferreiro,,,,,,,
occupations,bookkeeper,bookkeeper,buchhalter,,,,contable,contabilista,,,,,,,
occupations,bowler,bowler,bowler,,,,bombín,jogador de bowling,,,,,,,
occupations,builder,builder,bauherr,,,,constructor,construtor,,,,,,,
occupations,butcher,butcher,metzger,,,,carnicero,talhante,,,,,,,
occupations,butler,butler,butler,,,,mayordomo,mordomo,,,,,,,
occupations,cab driver,cab driver,taxifahrer,,,,taxista,motorista de táxi,,,,,,,
occupations,calligrapher,calligrapher,kalligraph,,,,calígrafo,calígrafo,,,,,,,
occupations,captain,captain,kapitän,,,,capitán,capitão,,,,,,,
occupations,cardiologist,cardiologist,kardiologe,,,,cardiólogo,cardiologista,,,,,,,
occupations,caregiver,caregiver,betreuungsperson,,,,cuidador,prestador de cuidados,,,,,,,
occupations,carpenter,carpenter,schreiner,,,,carpintero,carpinteiro,,,,,,,
occupations,cartographer,cartographer,kartograph,,,,cartógrafo,cartógrafo,,,,,,,
occupations,cartoonist,cartoonist,karikaturist,,,,dibujante,cartoonista,,,,,,,
occupations,cashier,cashier,kassierer,,,,cajero,caixa,,,,,,,
occupations,catcher,catcher,fänger,,,,receptor,apanhador,,,,,,,
occupations,caterer,caterer,caterer,,,,servicio de catering,fornecedor,,,,,,,
occupations,cellist,cellist,cellist,,,,violonchelista,violoncelista,,,,,,,
occupations,chaplain,chaplain,kaplan,,,,capellán,capelão,,,,,,,
occupations,chauffeur,chauffeur,chauffeur,,,,chófer,motorista,,,,,,,
occupations,chef,chef,chefkoch,,,,chef,cozinheiro,,,,,,,
occupations,chemist,chemist,chemiker,,,,farmacia,químico,,,,,,,
occupations,clergyman,clergyman,geistlicher,,,,clérigo,clérigo,,,,,,,
occupations,clergywoman,clergywoman,klerikerin,,,,clériga,mulher do clero,,,,,,,
occupations,clerk,clerk,sachbearbeiter,,,,oficinista,escriturário,,,,,,,
occupations,coach,coach,coach,,,,entrenador,treinador,,,,,,,
occupations,cobbler,cobbler,cobbler,,,,zapatero,sapateiro,,,,,,,
occupations,composer,composer,komponist,,,,compositor,compositor,,,,,,,
occupations,concierge,concierge,.,,,,conserje,concierge,,,,,,,
occupations,consul,consul,konsul,,,,cónsul,cônsul,,,,,,,
occupations,contractor,contractor,auftragnehmer,,,,contratista,contratante,,,,,,,
occupations,cook,cook,kochen,,,,cocinero,cozinheiro,,,,,,,
occupations,cop,cop,polizist,,,,policía,polícia,,,,,,,
occupations,coroner,coroner,gerichtsmediziner,,,,forense,médico legista,,,,,,,
occupations,courier,courier,kurier,,,,mensajería,correio,,,,,,,
occupations,cryptographer,cryptographer,kryptograph,,,,criptógrafo,criptógrafo,,,,,,,
occupations,custodian,custodian,verwahrstelle,,,,conserje,guardião,,,,,,,
occupations,dancer,dancer,tänzerin,,,,bailarina,dançarino,,,,,,,
occupations,dentist,dentist,zahnarzt,,,,dentista,dentista,,,,,,,
occupations,deputy,deputy,stellvertreter,,,,diputado,deputado,,,,,,,
occupations,dermatologist,dermatologist,hautarzt,,,,dermatólogo,dermatologista,,,,,,,
occupations,designer,designer,designer,,,,diseñador,designer,,,,,,,
occupations,detective,detective,detektiv,,,,detective,detetive,,,,,,,
occupations,dictator,dictator,diktator,,,,dictador,ditador,,,,,,,
occupations,director,director,direktor,,,,director,diretor,,,,,,,
occupations,disc jockey,disc jockey,discjockey,,,,disc jockey,disc jockey,,,,,,,
occupations,diver,diver,taucher,,,,buceador,mergulhador,,,,,,,
occupations,doctor,doctor,doktor,,,,doctor,médico,,,,,,,
occupations,doorman,doorman,pförtner,,,,portero,porteiro,,,,,,,
occupations,driver,driver,fahrer,,,,conductor,condutor,,,,,,,
occupations,drummer,drummer,schlagzeuger,,,,batería,baterista,,,,,,,
occupations,dry cleaner,dry cleaner,chemische reinigung,,,,tintorería,lavandaria,,,,,,,
occupations,ecologist,ecologist,ökologe,,,,ecologista,ecologista,,,,,,,
occupations,economist,economist,wirtschaftswissenschaftler,,,,economista,economista,,,,,,,
occupations,editor,editor,herausgeber,,,,editor,editor,,,,,,,
occupations,educator,educator,erzieherin,,,,educador,educador,,,,,,,
occupations,electrician,electrician,elektriker,,,,electricista,eletricista,,,,,,,
occupations,emperor,emperor,kaiser,,,,emperador,imperador,,,,,,,
occupations,empress,empress,kaiserin,,,,emperatriz,imperatriz,,,,,,,
occupations,engineer,engineer,ingenieur,,,,ingeniero,engenheiro,,,,,,,
occupations,entertainer,entertainer,unterhaltungskünstler,,,,animador,animador,,,,,,,
occupations,entomologist,entomologist,entomologe,,,,entomólogo,entomologista,,,,,,,
occupations,entrepreneur,entrepreneur,unternehmer,,,,emprendedor,empresário,,,,,,,
occupations,executive,executive,exekutive,,,,ejecutivo,executivo,,,,,,,
occupations,explorer,explorer,entdecker,,,,explorador,explorador,,,,,,,
occupations,exporter,exporter,exporteur,,,,exportador,exportador,,,,,,,
occupations,exterminator,exterminator,kammerjäger,,,,exterminador,exterminador,,,,,,,
occupations,extra in a movie,extra in a movie,statist in einem film,,,,extra en una película,figurante num filme,,,,,,,
occupations,falconer,falconer,falkner,,,,cetrero,falcoeiro,,,,,,,
occupations,farmer,farmer,landwirt,,,,agricultor,agricultor,,,,,,,
occupations,financier,financier,financier,,,,financiero,financeiro,,,,,,,
occupations,firefighter,firefighter,feuerwehrmann,,,,bombero,bombeiro,,,,,,,
occupations,fisherman,fisherman,fischer,,,,pescador,pescador,,,,,,,
occupations,flutist,flutist,flötist,,,,flautista,flautista,,,,,,,
occupations,football player,football player,fußballspieler,,,,jugador de fútbol,jogador de futebol,,,,,,,
occupations,foreman,foreman,vorarbeiter,,,,capataz,capataz,,,,,,,
occupations,game designer,game designer,spieleentwickler,,,,diseñador de juegos,designer de jogos,,,,,,,
occupations,garbage man,garbage man,müllmann,,,,basurero,homem do lixo,,,,,,,
occupations,gardener,gardener,gärtner,,,,jardinero,jardineiro,,,,,,,
occupations,gatherer,gatherer,sammler,,,,recolector,coletor,,,,,,,
occupations,gemcutter,gemcutter,gemcutter,,,,cortador de gemas,cortador de gemas,,,,,,,
occupations,general,general,allgemein,,,,general,geral,,,,,,,
occupations,geneticist,geneticist,genetiker,,,,genetista,geneticista,,,,,,,
occupations,geographer,geographer,geograph,,,,geógrafo,geógrafo,,,,,,,
occupations,geologist,geologist,geologe,,,,geólogo,geólogo,,,,,,,
occupations,golfer,golfer,golfer,,,,golfista,golfista,,,,,,,
occupations,governor,governor,gouverneur,,,,gobernador,governador,,,,,,,
occupations,grocer,grocer,lebensmittelhändler,,,,tendero,merceeiro,,,,,,,
occupations,guide,guide,leitfaden,,,,guía,guia,,,,,,,
occupations,hairdresser,hairdresser,friseur,,,,peluquería,cabeleireiro,,,,,,,
occupations,handyman,handyman,handwerker,,,,manitas,faz-tudo,,,,,,,
occupations,harpist,harpist,harfenist,,,,arpista,harpista,,,,,,,
occupations,highway patrol,highway patrol,autobahnpolizei,,,,patrulla de carretera,polícia rodoviária,,,,,,,
occupations,hobo,hobo,landstreicher,,,,vagabundo,vagabundo,,,,,,,
occupations,hunter,hunter,jäger,,,,cazador,caçador,,,,,,,
occupations,illustrator,illustrator,illustrator,,,,ilustrador,ilustrador,,,,,,,
occupations,importer,importer,importeur,,,,importador,importador,,,,,,,
occupations,instructor,instructor,ausbilder,,,,instructor,instrutor,,,,,,,
occupations,intern,intern,praktikant,,,,becario,estagiário,,,,,,,
occupations,internist,internist,internist,,,,internista,internista,,,,,,,
occupations,interpreter,interpreter,dolmetscher,,,,intérprete,intérprete,,,,,,,
occupations,inventor,inventor,erfinder,,,,inventor,inventor,,,,,,,
occupations,investigator,investigator,ermittler,,,,investigador,investigador,,,,,,,
occupations,jailer,jailer,kerkermeister,,,,carcelero,carcereiro,,,,,,,
occupations,janitor,janitor,hausmeister,,,,conserje,zelador,,,,,,,
occupations,jester,jester,narr,,,,bufón,bobo da corte,,,,,,,
occupations,jeweler,jeweler,juwelier,,,,joyero,joalheiro,,,,,,,
occupations,jockey,jockey,jockey,,,,jockey,jóquei,,,,,,,
occupations,journalist,journalist,journalist,,,,periodista,jornalista,,,,,,,
occupations,judge,judge,richter,,,,juez,juiz,,,,,,,
occupations,karate teacher,karate teacher,karatelehrer,,,,profesor de karate,professor de karaté,,,,,,,
occupations,laborer,laborer,arbeiter,,,,obrero,trabalhador,,,,,,,
occupations,landlord,landlord,vermieter,,,,propietario,senhorio,,,,,,,
occupations,landscaper,landscaper,landschaftsgärtner,,,,paisajista,paisagista,,,,,,,
occupations,laundress,laundress,wäscherin,,,,lavandera,lavadeira,,,,,,,
occupations,lawyer,lawyer,rechtsanwalt,,,,abogado,advogado,,,,,,,
occupations,lecturer,lecturer,dozent,,,,profesor,conferencista,,,,,,,
occupations,legal aide,legal aide,juristischer beistand,,,,asistente jurídico,assistente jurídico,,,,,,,
occupations,librarian,librarian,bibliothekar,,,,bibliotecario,bibliotecário,,,,,,,
occupations,librettist,librettist,librettist,,,,libretista,libretista,,,,,,,
occupations,lifeguard,lifeguard,rettungsschwimmer,,,,socorrista,nadador-salvador,,,,,,,
occupations,linguist,linguist,linguist,,,,lingüista,linguista,,,,,,,
occupations,lobbyist,lobbyist,lobbyist,,,,grupo de presión,lobista,,,,,,,
occupations,locksmith,locksmith,schlüsseldienst,,,,cerrajero,serralheiro,,,,,,,
occupations,lyricist,lyricist,lyriker,,,,letrista,letrista,,,,,,,
occupations,magician,magician,magier,,,,mago,mágico,,,,,,,
occupations,maid,maid,dienstmädchen,,,,criada,empregada doméstica,,,,,,,
occupations,mail carrier,mail carrier,briefträger,,,,cartero,carteiro,,,,,,,
occupations,manager,manager,manager,,,,director,gestor,,,,,,,
occupations,manufacturer,manufacturer,hersteller,,,,fabricante,fabricante,,,,,,,
occupations,marine,marine,marine,,,,marina,marinha,,,,,,,
occupations,marketer,marketer,vermarkter,,,,comercializador,comerciante,,,,,,,
occupations,mason,mason,maurer,,,,albañil,pedreiro,,,,,,,
occupations,mathematician,mathematician,mathematiker,,,,matemático,matemático,,,,,,,
occupations,mayor,mayor,bürgermeister,,,,alcalde,presidente da câmara,,,,,,,
occupations,mechanic,mechanic,mechaniker,,,,mecánico,mecânico,,,,,,,
occupations,messenger,messenger,bote,,,,mensajero,mensageiro,,,,,,,
occupations,midwife,midwife,hebamme,,,,matrona,parteira,,,,,,,
occupations,miner,miner,bergmann,,,,minero,mineiro,,,,,,,
occupations,model,model,modell,,,,modelo,modelo,,,,,,,
occupations,monk,monk,mönch,,,,monje,monge,,,,,,,
occupations,muralist,muralist,wandmaler,,,,muralista,muralista,,,,,,,
occupations,musician,musician,musiker,,,,músico,músico,,,,,,,
occupations,navigator,navigator,navigator,,,,navegador,navegador,,,,,,,
occupations,negotiator,negotiator,verhandlungsführer,,,,negociador,negociador,,,,,,,
occupations,notary,notary,notar,,,,notario,notário,,,,,,,
occupations,novelist,novelist,romanautor,,,,novelista,romancista,,,,,,,
occupations,nun,nun,nonne,,,,monja,freira,,,,,,,
occupations,nurse,nurse,krankenschwester,,,,enfermera,enfermeira,,,,,,,
occupations,oboist,oboist,oboist,,,,oboísta,oboísta,,,,,,,
occupations,operator,operator,betreiber,,,,operador,operador,,,,,,,
occupations,ophthalmologist,ophthalmologist,ophthalmologe,,,,oftalmólogo,oftalmologista,,,,,,,
occupations,optician,optician,optiker,,,,óptico,ótico,,,,,,,
occupations,oracle,oracle,orakel,,,,oracle,oráculo,,,,,,,
occupations,orderly,orderly,ordentlich,,,,ordenada,ordenado,,,,,,,
occupations,ornithologist,ornithologist,ornithologe,,,,ornitólogo,ornitólogo,,,,,,,
occupations,painter,painter,maler,,,,pintor,pintor,,,,,,,
occupations,paleontologist,paleontologist,paläontologe,,,,paleontólogo,paleontólogo,,,,,,,
occupations,paralegal,paralegal,rechtsanwaltsfachangestellte,,,,asistente jurídico,assistente jurídico,,,,,,,
occupations,park ranger,park ranger,parkwächterin,,,,guarda del parque,guarda florestal,,,,,,,
occupations,pathologist,pathologist,pathologe,,,,patólogo,patologista,,,,,,,
occupations,pawnbroker,pawnbroker,pfandleiher,,,,prestamista,penhorista,,,,,,,
occupations,peddler,peddler,hausierer,,,,vendedor ambulante,vendedor ambulante,,,,,,,
occupations,pediatrician,pediatrician,kinderarzt,,,,pediatra,pediatra,,,,,,,
occupations,percussionist,percussionist,schlagzeuger,,,,percusionista,percussionista,,,,,,,
occupations,performer,performer,darsteller,,,,intérprete,artista,,,,,,,
occupations,pharmacist,pharmacist,apotheker,,,,farmacéutico,farmacêutico,,,,,,,
occupations,philanthropist,philanthropist,philanthrop,,,,filántropo,filantropo,,,,,,,
occupations,philosopher,philosopher,philosoph,,,,filósofo,filósofo,,,,,,,
occupations,photographer,photographer,fotograf,,,,fotógrafo,fotógrafo,,,,,,,
occupations,physician,physician,arzt,,,,médico,médico,,,,,,,
occupations,physicist,physicist,physiker,,,,físico,físico,,,,,,,
occupations,pianist,pianist,pianist,,,,pianista,pianista,,,,,,,
occupations,pilot,pilot,pilot,,,,piloto,piloto,,,,,,,
occupations,pitcher,pitcher,krug,,,,lanzador,cântaro,,,,,,,
occupations,plumber,plumber,klempner,,,,fontanero,canalizador,,,,,,,
occupations,poet,poet,dichter,,,,poeta,poeta,,,,,,,
occupations,police,police,polizei,,,,policía,polícia,,,,,,,
occupations,policeman,policeman,polizist,,,,policía,polícia,,,,,,,
occupations,policewoman,policewoman,polizistin,,,,mujer policía,mulher polícia,,,,,,,
occupations,politician,politician,politiker,,,,político,político,,,,,,,
occupations,president,president,präsident,,,,presidente,presidente,,,,,,,
occupations,prince,prince,fürst,,,,príncipe,príncipe,,,,,,,
occupations,princess,princess,prinzessin,,,,princesa,princesa,,,,,,,
occupations,principal,principal,auftraggeber,,,,principal,principal,,,,,,,
occupations,private,private,privat,,,,privado,privado,,,,,,,
occupations,private detective,private detective,privatdetektiv,,,,detective privado,detetive privado,,,,,,,
occupations,producer,producer,hersteller,,,,productor,produtor,,,,,,,
occupations,professor,professor,professor,,,,profesor,professor,,,,,,,
occupations,programmer,programmer,programmierer,,,,programador,programador,,,,,,,
occupations,psychiatrist,psychiatrist,psychiater,,,,psiquiatra,psiquiatra,,,,,,,
occupations,psychologist,psychologist,psychologe,,,,psicólogo,psicólogo,,,,,,,
occupations,publisher,publisher,herausgeber,,,,editor,editor,,,,,,,
occupations,quarterback,quarterback,quarterback,,,,mariscal de campo,quarterback,,,,,,,
occupations,quilter,quilter,quilter,,,,acolchadora,acolchoador,,,,,,,
occupations,radiologist,radiologist,radiologe,,,,radiólogo,radiologista,,,,,,,
occupations,rancher,rancher,rancher,,,,ranchero,rancheiro,,,,,,,
occupations,ranger,ranger,ranger,,,,guardabosques,guarda-florestal,,,,,,,
occupations,real estate agent,real estate agent,immobilienmakler,,,,agente inmobiliario,agente imobiliário,,,,,,,
occupations,receptionist,receptionist,empfangsdame,,,,recepcionista,rececionista,,,,,,,
occupations,referee,referee,schiedsrichter,,,,árbitro,árbitro,,,,,,,
occupations,registrar,registrar,standesbeamter,,,,registrador,registador,,,,,,,
occupations,reporter,reporter,reporter,,,,reportero,repórter,,,,,,,
occupations,representative,representative,repräsentativ,,,,representante,representante,,,,,,,
occupations,researcher,researcher,forscher,,,,investigador,investigador,,,,,,,
occupations,restaurateur,restaurateur,gastronomin,,,,restaurador,restaurador,,,,,,,
occupations,retailer,retailer,einzelhändler,,,,minorista,retalhista,,,,,,,
occupations,retiree,retiree,rentner,,,,jubilado,reformado,,,,,,,
occupations,sailor,sailor,seemann,,,,marinero,marinheiro,,,,,,,
occupations,salesperson,salesperson,verkäufer,,,,vendedor,vendedor,,,,,,,
occupations,samurai,samurai,samurai,,,,samurai,samurai,,,,,,,
occupations,saxophonist,saxophonist,saxophonist,,,,saxofonista,saxofonista,,,,,,,
occupations,scholar,scholar,wissenschaftler,,,,becario,académico,,,,,,,
occupations,scientist,scientist,wissenschaftlerin,,,,científico,cientista,,,,,,,
occupations,scout,scout,pfadfinder,,,,scout,batedor,,,,,,,
occupations,scuba diver,scuba diver,sporttaucher,,,,buceador,mergulhador,,,,,,,
occupations,seamstress,seamstress,näherin,,,,costurera,costureira,,,,,,,
occupations,security guard,security guard,wachmann,,,,vigilante de seguridad,guarda de segurança,,,,,,,
occupations,senator,senator,senator,,,,senador,senador,,,,,,,
occupations,sheriff,sheriff,sheriff,,,,sheriff,xerife,,,,,,,
occupations,singer,singer,sängerin,,,,cantante,cantor,,,,,,,
occupations,smith,smith,schmied,,,,smith,ferreiro,,,,,,,
occupations,socialite,socialite,gesellschaft,,,,socialité,socialite,,,,,,,
occupations,soldier,soldier,soldat,,,,soldado,soldado,,,,,,,
occupations,spy,spy,spionage,,,,espía,espião,,,,,,,
occupations,star,star,stern,,,,estrella,estrela,,,,,,,
occupations,statistician,statistician,statistiker,,,,estadístico,estatístico,,,,,,,
occupations,stockbroker,stockbroker,börsenmakler,,,,agente de bolsa,corretor da bolsa,,,,,,,
occupations,street sweeper,street sweeper,kehrmaschine,,,,barrendero,varredor de rua,,,,,,,
occupations,student,student,studenten,,,,estudiante,estudante,,,,,,,
occupations,surgeon,surgeon,chirurg,,,,cirujano,cirurgião,,,,,,,
occupations,surveyor,surveyor,vermessungsingenieur,,,,topógrafo,inspetor,,,,,,,
occupations,swimmer,swimmer,schwimmer,,,,nadador,nadador,,,,,,,
occupations,tailor,tailor,schneider,,,,sastre,alfaiate,,,,,,,
occupations,tax collector,tax collector,steuereintreiber,,,,recaudador de impuestos,cobrador de impostos,,,,,,,
occupations,taxi driver,taxi driver,taxifahrer,,,,taxista,motorista de táxi,,,,,,,
occupations,taxidermist,taxidermist,präparator,,,,taxidermista,taxidermista,,,,,,,
occupations,teacher,teacher,lehrer,,,,profesor,professor,,,,,,,
occupations,technician,technician,techniker,,,,técnico,técnico,,,,,,,
occupations,tennis player,tennis player,tennisspieler,,,,tenista,jogador de ténis,,,,,,,
occupations,test pilot,test pilot,testpilotin,,,,piloto de pruebas,piloto de testes,,,,,,,
occupations,tiler,tiler,fliesenleger,,,,alicatador,ladrilhador,,,,,,,
occupations,toolmaker,toolmaker,werkzeugmacher,,,,fabricante de herramientas,fabricante de ferramentas,,,,,,,
occupations,trader,trader,trader,,,,comerciante,comerciante,,,,,,,
occupations,trainer,trainer,trainer,,,,formador,formador,,,,,,,
occupations,translator,translator,übersetzer,,,,traductor,tradutor,,,,,,,
occupations,trash collector,trash collector,müllwerker,,,,recolector de basura,coletor de lixo,,,,,,,
